customer_id,loan_id,loan_type,loan_amount,interest_rate,loan_term,employment_type,income_level,credit_score,gender,marital_status,education_level,default_status,application_date_year,approval_date_year,disbursement_date_year,due_date_year,application_date_month,approval_date_month,disbursement_date_month,due_date_month,application_date_day,approval_date_day,disbursement_date_day,due_date_day
1065,1432,Home Loan,82182,0.065225103,20,Self-employed,Medium,794,Male,Divorced,Bachelor,0,2022,2022,2022,2023,11,11,11,1,1,25,27,20
2496,153,Personal Loan,83565,0.0829802,26,Part-time,High,568,Male,Single,High School,0,2019,2019,2019,2020,12,12,12,6,11,15,20,4
2749,1323,Personal Loan,30402,0.07881399,24,Self-employed,Low,379,Male,Divorced,Master,0,2021,2021,2021,2021,3,3,4,5,16,31,3,11
2075,2092,Car Loan,5263,0.071313138,33,Full-time,Low,755,Female,Single,Bachelor,0,2019,2019,2019,2019,7,8,8,11,30,24,24,1
948,593,Car Loan,97523,0.072787493,27,Part-time,High,598,Female,Married,Bachelor,0,2020,2020,2020,2020,5,5,5,8,8,14,16,10
1624,644,Education Loan,47828,0.09044252,43,Full-time,Low,501,Male,Divorced,Master,1,2020,2020,2020,2020,6,6,6,9,3,22,24,7
2215,940,Car Loan,48924,0.072234611,13,Full-time,Low,802,Male,Divorced,Master,1,2020,2020,2020,2020,6,7,7,12,23,8,22,17
2550,1968,Car Loan,75182,0.078678631,37,Self-employed,Medium,784,Female,Married,High School,0,2019,2019,2019,2019,5,6,6,7,18,3,15,21
2195,2336,Personal Loan,94065,0.112549049,25,Full-time,Medium,317,Female,Single,High School,0,2020,2020,2020,2020,7,7,7,12,25,26,28,20
2715,1929,Home Loan,60052,0.05864476,49,Self-employed,Low,777,Female,Single,PhD,0,2018,2018,2018,2018,2,3,3,8,19,2,12,16
2272,2102,Car Loan,12664,0.052222359,45,Full-time,High,787,Female,Divorced,High School,0,2022,2022,2022,2022,3,4,4,9,26,20,25,14
1525,2090,Personal Loan,36737,0.091753845,19,Self-employed,High,745,Female,Single,Bachelor,0,2018,2018,2018,2019,8,8,9,1,13,25,2,28
919,2654,Education Loan,90563,0.069820354,47,Self-employed,Low,639,Male,Single,Bachelor,0,2018,2018,2018,2018,3,3,4,8,23,27,2,13
1367,40,Education Loan,30373,0.075226437,32,Part-time,Low,830,Female,Divorced,Master,0,2018,2018,2018,2018,7,7,7,10,1,16,22,16
266,2618,Home Loan,37397,0.068282654,57,Part-time,Low,415,Female,Single,High School,0,2019,2019,2019,2019,6,7,7,12,6,5,5,26
189,2151,Home Loan,87145,0.076102998,54,Full-time,Low,373,Male,Single,PhD,0,2020,2020,2020,2020,6,7,7,9,21,18,30,22
159,1525,Home Loan,39709,0.103978072,39,Full-time,Medium,568,Female,Divorced,PhD,0,2021,2021,2021,2022,10,10,11,3,15,22,5,25
2667,2383,Personal Loan,62120,0.092031927,57,Part-time,Medium,415,Female,Divorced,PhD,0,2020,2020,2020,2021,7,8,8,1,16,8,16,27
2905,2281,Car Loan,20250,0.092933353,55,Self-employed,Low,463,Male,Single,PhD,0,2018,2018,2018,2018,8,9,9,12,23,19,22,15
1381,246,Personal Loan,22172,0.058756594,59,Self-employed,High,521,Female,Divorced,Master,0,2020,2020,2020,2020,4,4,4,10,1,14,26,19
454,2902,Education Loan,12555,0.062732694,17,Part-time,Medium,425,Male,Single,High School,0,2021,2021,2021,2021,9,9,9,11,11,18,25,25
1674,1043,Education Loan,88410,0.03741382,31,Part-time,Low,475,Female,Single,High School,0,2022,2022,2022,2022,1,2,3,7,30,27,10,4
1195,1104,Car Loan,79617,0.067859288,42,Full-time,High,674,Female,Single,High School,0,2022,2022,2022,2022,1,2,2,5,10,3,3,15
2729,159,Home Loan,54276,0.094350548,44,Self-employed,Medium,797,Male,Single,High School,0,2022,2022,2022,2023,11,11,11,1,4,21,28,18
1603,2004,Education Loan,58492,0.087754198,55,Part-time,Medium,384,Female,Divorced,PhD,1,2020,2020,2020,2020,1,2,2,7,17,5,13,27
1473,1069,Home Loan,54002,0.076677301,18,Self-employed,Low,682,Female,Divorced,PhD,0,2019,2019,2019,2019,6,7,7,9,30,11,15,28
1755,1285,Personal Loan,90599,0.079665496,19,Self-employed,High,762,Male,Married,Master,0,2018,2018,2018,2018,2,2,2,4,12,22,28,3
1391,441,Home Loan,73355,0.069666717,20,Part-time,Low,750,Female,Divorced,Master,0,2019,2019,2019,2019,1,2,2,3,17,1,11,24
2865,1311,Personal Loan,92248,0.083071383,13,Self-employed,Medium,817,Female,Married,PhD,0,2021,2021,2021,2021,3,3,4,5,2,27,5,31
1005,2990,Car Loan,25762,0.091488174,28,Full-time,High,849,Female,Single,Bachelor,0,2019,2019,2019,2019,2,2,3,6,7,28,1,22
318,1630,Home Loan,12046,0.055761698,56,Part-time,Medium,415,Female,Divorced,High School,0,2022,2022,2022,2023,7,7,7,1,7,21,21,5
304,930,Car Loan,97999,0.084494715,48,Self-employed,Low,307,Female,Single,Master,0,2021,2021,2021,2022,10,11,11,1,25,6,17,21
2701,2321,Home Loan,29769,0.093986523,53,Part-time,Low,517,Male,Married,PhD,0,2018,2018,2018,2018,2,3,3,6,23,16,28,17
432,2836,Education Loan,54302,0.073773496,55,Part-time,Medium,703,Female,Divorced,High School,0,2019,2019,2019,2020,10,11,11,4,16,12,22,29
935,1743,Car Loan,24150,0.090510509,28,Self-employed,Low,603,Female,Divorced,High School,1,2019,2019,2019,2019,7,8,8,11,15,11,16,27
517,2929,Home Loan,69247,0.122219817,49,Full-time,Low,766,Male,Divorced,PhD,1,2020,2020,2020,2020,2,3,3,4,18,9,17,27
1759,2071,Car Loan,5853,0.078434858,46,Part-time,Medium,387,Male,Divorced,Bachelor,0,2018,2018,2018,2018,6,6,7,9,8,25,6,28
2067,807,Home Loan,95613,0.085899606,58,Self-employed,High,309,Male,Single,Bachelor,0,2020,2020,2020,2020,8,9,9,12,19,11,11,29
2031,2950,Personal Loan,90399,0.068929144,50,Part-time,Medium,607,Male,Divorced,Master,0,2018,2018,2018,2018,5,5,5,9,18,18,31,28
2105,2057,Car Loan,22792,0.082718767,41,Part-time,Medium,733,Female,Married,PhD,0,2019,2019,2019,2019,6,7,7,10,17,15,24,25
2470,1850,Education Loan,60129,0.086904074,17,Self-employed,High,463,Female,Divorced,Master,0,2020,2020,2020,2020,6,6,6,10,15,15,15,26
2727,2437,Car Loan,75478,0.082922635,15,Full-time,Low,538,Female,Married,Bachelor,0,2018,2018,2018,2019,9,10,10,2,11,8,11,8
2432,1423,Personal Loan,68298,0.06470457,48,Self-employed,High,616,Female,Married,Master,1,2021,2021,2021,2021,8,8,8,11,18,18,27,23
555,2392,Personal Loan,32987,0.083095427,46,Part-time,Medium,634,Female,Single,Master,0,2020,2020,2020,2020,1,1,1,3,5,13,18,12
238,1826,Education Loan,16850,0.101932939,20,Full-time,High,317,Female,Divorced,Bachelor,0,2019,2020,2020,2020,12,1,1,5,16,5,18,30
2472,1808,Personal Loan,13112,0.086729536,17,Full-time,Low,370,Female,Married,High School,0,2022,2022,2022,2022,7,7,7,11,1,14,28,2
1348,2343,Education Loan,25058,0.094429808,24,Full-time,High,474,Male,Divorced,High School,0,2021,2021,2021,2021,1,1,2,7,2,29,6,28
1782,1793,Home Loan,46420,0.07644482,33,Full-time,High,638,Female,Single,Bachelor,0,2019,2019,2019,2019,6,7,7,12,16,3,4,21
2919,134,Personal Loan,39890,0.091248504,39,Part-time,Medium,547,Male,Single,High School,0,2018,2018,2018,2018,10,10,11,12,4,30,12,21
2233,2869,Home Loan,67017,0.084189018,41,Self-employed,High,492,Male,Divorced,PhD,0,2019,2019,2019,2019,2,2,3,4,25,25,1,11
590,112,Home Loan,48304,0.065736339,47,Self-employed,Medium,718,Male,Married,High School,0,2020,2020,2020,2020,9,10,10,12,23,12,18,15
1106,1706,Personal Loan,33921,0.084777815,13,Full-time,Low,624,Female,Single,Bachelor,0,2018,2018,2018,2018,2,3,3,5,26,8,19,30
2110,239,Education Loan,2524,0.06512455,47,Full-time,High,605,Female,Married,PhD,0,2019,2019,2019,2019,7,7,7,11,23,24,27,21
97,1732,Education Loan,16048,0.070506796,19,Self-employed,High,503,Male,Married,Master,0,2018,2018,2018,2018,3,3,4,8,10,28,9,4
3099,1141,Education Loan,36111,0.082839925,56,Full-time,Medium,422,Female,Divorced,Bachelor,0,2021,2021,2021,2021,5,5,5,9,6,7,12,29
2022,2042,Personal Loan,38904,0.084458664,53,Self-employed,Medium,746,Female,Single,Bachelor,0,2021,2021,2021,2021,3,4,4,9,21,13,18,7
1897,1466,Home Loan,55912,0.062161513,20,Self-employed,Low,790,Male,Divorced,High School,0,2019,2020,2020,2020,12,1,1,4,21,19,22,29
2654,929,Car Loan,35008,0.095809787,12,Full-time,Medium,732,Male,Divorced,PhD,0,2018,2018,2018,2018,7,7,7,12,7,25,28,23
2394,3118,Car Loan,1060,0.088580094,24,Self-employed,Medium,427,Female,Divorced,Bachelor,0,2022,2022,2022,2022,8,8,8,10,14,15,23,2
684,478,Personal Loan,75666,0.069429073,26,Self-employed,Low,847,Male,Married,PhD,1,2020,2020,2020,2021,12,12,12,5,6,11,21,6
2151,2007,Car Loan,84559,0.056936228,43,Self-employed,Medium,346,Male,Divorced,PhD,0,2020,2020,2020,2020,7,8,8,11,22,13,13,13
2622,157,Home Loan,56337,0.077826431,45,Full-time,Medium,804,Male,Single,High School,0,2022,2022,2022,2022,3,3,3,5,4,18,30,20
493,1788,Car Loan,14350,0.073310844,54,Part-time,Medium,414,Female,Married,Bachelor,0,2022,2022,2022,2023,10,11,11,4,10,3,7,28
2785,2982,Education Loan,25354,0.081697107,42,Part-time,Medium,715,Female,Divorced,PhD,0,2018,2018,2018,2019,8,9,9,3,31,10,20,5
2885,560,Home Loan,46186,0.07455325,25,Part-time,Low,522,Male,Single,PhD,0,2018,2018,2018,2018,6,7,8,11,29,24,1,8
1718,3067,Personal Loan,29145,0.049888147,58,Part-time,Low,802,Male,Divorced,Master,0,2021,2021,2021,2021,3,3,4,7,10,25,2,30
1265,2512,Personal Loan,35020,0.074174796,25,Part-time,Medium,395,Female,Divorced,High School,0,2022,2022,2022,2022,3,3,3,9,3,22,30,9
591,2349,Education Loan,87123,0.075415713,59,Full-time,High,406,Female,Divorced,Bachelor,0,2022,2022,2022,2023,11,11,11,4,8,28,29,3
2478,1949,Car Loan,76186,0.089504915,40,Full-time,Low,331,Female,Married,PhD,0,2018,2018,2018,2018,1,2,2,4,8,6,12,25
2165,1743,Personal Loan,86469,0.069527005,58,Part-time,High,792,Female,Divorced,High School,0,2018,2018,2018,2018,4,5,5,11,12,8,21,14
937,2878,Personal Loan,21581,0.10518012,30,Part-time,Medium,365,Female,Single,Bachelor,0,2018,2018,2018,2018,6,6,7,12,9,30,9,10
2263,1092,Home Loan,89929,0.051325392,38,Self-employed,Medium,478,Female,Divorced,PhD,1,2019,2019,2019,2019,4,4,4,8,15,17,24,30
468,1660,Home Loan,24051,0.099667512,20,Self-employed,Low,742,Male,Divorced,Bachelor,0,2022,2022,2022,2022,8,8,8,11,8,10,10,14
3036,1103,Home Loan,52474,0.076635215,48,Self-employed,High,848,Male,Married,Bachelor,1,2018,2018,2018,2018,1,1,1,5,5,23,24,15
1004,2881,Home Loan,92748,0.092893773,48,Part-time,Low,500,Male,Divorced,High School,1,2020,2020,2020,2020,4,5,5,9,19,9,9,15
2967,2153,Personal Loan,70626,0.081197022,54,Part-time,Low,348,Female,Single,High School,0,2021,2021,2021,2022,11,11,11,3,3,13,25,2
3023,1299,Home Loan,7960,0.097093333,39,Full-time,Low,562,Male,Single,Master,1,2019,2019,2019,2019,1,1,1,4,16,21,29,25
606,1958,Education Loan,36772,0.074189571,35,Self-employed,Medium,432,Male,Divorced,Master,0,2020,2020,2020,2020,8,8,9,11,3,27,5,22
61,681,Education Loan,22520,0.063520694,39,Self-employed,High,643,Male,Single,Master,0,2019,2019,2019,2019,8,9,9,11,29,6,16,22
371,2354,Home Loan,50481,0.101307564,47,Full-time,Medium,475,Male,Single,PhD,0,2020,2020,2020,2020,6,7,7,9,26,23,27,30
800,2713,Home Loan,37408,0.07829779,29,Full-time,Medium,690,Male,Divorced,Master,1,2022,2022,2022,2023,10,10,10,3,19,23,26,26
936,920,Car Loan,95006,0.083323377,36,Full-time,Medium,310,Male,Single,Bachelor,0,2022,2022,2022,2023,9,10,10,3,4,3,10,25
2836,222,Home Loan,58134,0.098521279,46,Self-employed,Low,500,Male,Single,High School,0,2020,2020,2020,2021,8,9,9,1,30,22,24,27
1933,259,Personal Loan,21491,0.064520671,15,Full-time,Medium,302,Female,Divorced,Bachelor,0,2020,2020,2020,2021,8,8,8,1,12,18,25,5
985,1555,Education Loan,2341,0.088932363,25,Part-time,Medium,513,Male,Married,High School,0,2019,2019,2019,2020,10,10,11,2,12,31,2,21
2904,2185,Education Loan,45623,0.071151579,50,Part-time,Medium,606,Male,Married,High School,1,2018,2018,2018,2018,10,10,11,12,31,31,5,28
1990,1625,Personal Loan,91327,0.07801746,37,Part-time,Medium,843,Female,Divorced,Bachelor,0,2021,2021,2021,2021,3,3,3,7,25,27,30,19
1759,633,Home Loan,1338,0.081084184,19,Full-time,Medium,626,Male,Married,Bachelor,0,2020,2020,2020,2020,2,2,3,7,12,22,5,15
2135,2747,Car Loan,72431,0.057496672,35,Self-employed,Medium,498,Female,Married,PhD,0,2020,2020,2020,2020,9,10,10,11,14,9,22,28
792,495,Education Loan,13254,0.068317444,27,Self-employed,High,408,Male,Married,High School,0,2021,2021,2021,2022,8,9,9,2,16,5,19,10
3055,1948,Car Loan,52860,0.100266093,31,Full-time,Low,590,Female,Married,Master,0,2022,2022,2022,2022,8,8,9,10,22,31,14,24
2989,2792,Education Loan,12344,0.093292868,26,Full-time,Medium,407,Male,Divorced,PhD,0,2018,2018,2018,2019,9,10,10,3,29,11,18,3
2856,1665,Car Loan,2750,0.079060406,18,Self-employed,Low,707,Male,Married,Master,0,2018,2018,2018,2018,5,5,6,10,3,31,6,8
2986,2497,Education Loan,55756,0.083646852,28,Part-time,High,351,Male,Married,PhD,0,2019,2019,2019,2019,5,5,6,11,26,28,8,6
1530,1373,Car Loan,68957,0.075586362,33,Part-time,High,411,Male,Divorced,High School,0,2018,2018,2018,2018,10,10,10,12,6,16,20,30
727,2100,Home Loan,59053,0.100348751,33,Self-employed,Low,594,Male,Divorced,Bachelor,0,2020,2020,2020,2020,5,5,6,7,10,29,10,15
2893,750,Home Loan,71855,0.076994711,23,Full-time,High,488,Female,Married,Bachelor,0,2021,2021,2021,2021,10,10,11,12,22,30,12,14
2673,2395,Personal Loan,16896,0.083477631,29,Part-time,Medium,364,Male,Single,High School,0,2022,2022,2022,2022,4,4,5,8,6,30,14,25
1986,2841,Personal Loan,56761,0.097190452,57,Part-time,High,764,Female,Divorced,Bachelor,0,2020,2020,2020,2020,6,6,7,11,16,26,8,12
1640,2822,Car Loan,63552,0.068339428,58,Part-time,Medium,557,Male,Divorced,High School,0,2020,2020,2020,2020,3,3,3,6,1,9,11,13
484,195,Car Loan,78454,0.103381838,26,Full-time,Low,630,Male,Married,High School,0,2019,2020,2020,2020,12,1,1,6,21,2,6,23
2184,2187,Education Loan,91600,0.057043079,48,Full-time,Low,800,Male,Single,High School,0,2020,2020,2020,2020,6,7,7,9,25,3,16,19
1655,1430,Personal Loan,28935,0.104444632,27,Part-time,Low,509,Female,Divorced,PhD,1,2022,2022,2022,2022,7,7,7,12,12,25,28,24
2183,537,Personal Loan,38641,0.074409866,16,Full-time,Low,388,Female,Divorced,Bachelor,0,2018,2018,2018,2018,5,5,5,10,3,18,25,26
1147,312,Education Loan,30711,0.076359519,13,Self-employed,Low,327,Female,Divorced,PhD,0,2022,2022,2022,2023,10,10,11,4,3,30,9,26
2525,2252,Car Loan,71342,0.051649847,39,Full-time,Low,537,Female,Single,Master,0,2021,2021,2021,2022,11,11,11,5,10,26,30,7
728,1695,Personal Loan,13182,0.073178079,52,Self-employed,Medium,635,Female,Divorced,High School,0,2019,2019,2019,2019,2,2,3,7,1,25,6,25
1322,2170,Car Loan,88833,0.064402902,38,Part-time,Low,362,Male,Divorced,Bachelor,0,2018,2018,2018,2019,10,11,11,5,28,11,20,2
2420,1994,Home Loan,57276,0.070885305,42,Part-time,High,799,Male,Single,Master,0,2021,2021,2021,2022,11,12,12,4,18,15,19,6
1739,2116,Car Loan,20541,0.077940336,52,Self-employed,Medium,840,Female,Divorced,High School,0,2019,2019,2019,2020,8,9,9,1,26,22,23,2
2541,2486,Home Loan,95457,0.094366874,47,Part-time,Medium,768,Female,Single,Master,0,2019,2019,2019,2019,8,8,9,12,16,26,3,22
1129,321,Home Loan,83310,0.08311405,58,Part-time,Medium,350,Male,Single,PhD,0,2018,2018,2018,2018,8,8,8,12,4,15,29,13
270,2957,Education Loan,45813,0.08461515,54,Part-time,Medium,411,Male,Single,PhD,1,2022,2023,2023,2023,12,1,1,2,18,16,21,28
419,1681,Education Loan,38198,0.063567209,12,Full-time,Low,600,Female,Married,Bachelor,0,2018,2018,2018,2018,1,1,1,4,1,11,21,30
2464,2155,Home Loan,9820,0.066788689,40,Full-time,Low,389,Female,Divorced,Master,0,2021,2021,2021,2021,3,4,4,6,13,10,10,1
971,2228,Education Loan,25070,0.106980875,12,Self-employed,Low,528,Male,Divorced,Master,0,2021,2021,2021,2021,6,7,7,11,27,14,16,8
707,1719,Personal Loan,70768,0.068971984,19,Self-employed,High,449,Female,Divorced,PhD,0,2021,2021,2021,2021,4,5,5,6,9,2,5,20
2242,2373,Personal Loan,12122,0.104843124,27,Full-time,Low,437,Male,Single,PhD,1,2020,2020,2020,2021,9,10,10,2,19,13,22,26
43,980,Car Loan,81559,0.076354082,39,Part-time,Low,434,Female,Married,Bachelor,0,2018,2018,2018,2018,5,5,6,11,14,25,3,2
778,1097,Home Loan,74543,0.080034319,33,Full-time,High,756,Female,Single,High School,0,2021,2021,2021,2021,1,1,1,3,4,11,24,19
2715,2593,Car Loan,84441,0.096055477,29,Part-time,Low,793,Male,Divorced,Bachelor,0,2022,2022,2022,2022,2,3,3,7,12,8,9,28
1079,201,Home Loan,42786,0.099078386,33,Self-employed,Low,826,Male,Single,PhD,1,2019,2019,2019,2019,9,10,10,12,16,6,18,24
2864,2706,Home Loan,95934,0.078337812,52,Self-employed,Medium,632,Female,Married,Bachelor,0,2020,2020,2020,2020,2,2,2,3,1,10,20,23
2844,1707,Car Loan,7737,0.074176354,23,Self-employed,Low,661,Male,Divorced,High School,1,2018,2018,2018,2018,9,10,11,12,24,21,2,15
1866,1070,Car Loan,37062,0.079161193,30,Full-time,High,473,Female,Single,PhD,0,2019,2019,2019,2019,4,5,5,6,11,3,12,20
2108,2824,Car Loan,55237,0.085069363,36,Full-time,Medium,512,Female,Married,High School,0,2022,2022,2022,2022,1,2,2,5,13,8,22,28
886,2294,Car Loan,52571,0.093369555,16,Part-time,High,642,Male,Single,Bachelor,1,2018,2018,2018,2018,4,4,4,9,6,8,11,29
2240,2876,Personal Loan,26510,0.080063448,45,Self-employed,High,360,Male,Single,High School,0,2020,2020,2020,2020,1,2,2,7,23,11,12,16
1083,526,Home Loan,20426,0.089283294,50,Part-time,Low,360,Male,Divorced,PhD,0,2018,2018,2018,2018,10,10,10,11,3,6,20,28
2269,2706,Education Loan,38265,0.104575396,21,Part-time,Medium,823,Female,Married,PhD,0,2020,2020,2020,2020,2,3,3,7,28,11,25,31
2430,1525,Home Loan,18850,0.085719644,58,Full-time,Low,515,Male,Single,High School,0,2020,2020,2020,2020,3,4,4,6,14,8,13,30
1570,3008,Personal Loan,67150,0.084674793,18,Full-time,Medium,722,Male,Married,Bachelor,0,2022,2022,2022,2022,4,5,5,10,23,12,24,31
1280,2409,Home Loan,88312,0.057216338,48,Part-time,Medium,722,Male,Divorced,Bachelor,0,2018,2018,2018,2019,11,12,12,2,8,4,13,27
3054,1234,Personal Loan,90613,0.040539048,58,Part-time,Medium,670,Female,Divorced,Bachelor,0,2021,2021,2021,2022,10,10,10,1,2,9,23,20
823,1964,Home Loan,75910,0.085825636,26,Part-time,High,505,Male,Divorced,Bachelor,0,2018,2018,2018,2018,9,9,10,11,24,25,3,26
2518,1939,Personal Loan,53375,0.078577637,53,Full-time,Low,585,Male,Married,Master,0,2018,2018,2018,2019,10,10,10,4,1,28,28,10
1077,1095,Education Loan,36435,0.07227826,35,Part-time,Medium,404,Male,Married,Master,1,2022,2022,2022,2022,6,6,6,9,5,6,10,24
2925,1980,Education Loan,97443,0.083652953,37,Full-time,Medium,842,Male,Single,High School,0,2021,2021,2021,2021,1,2,2,7,26,15,23,23
1549,2541,Education Loan,58132,0.079093944,37,Self-employed,High,541,Female,Married,Master,0,2019,2019,2019,2019,7,7,7,10,11,16,26,6
608,1434,Education Loan,79945,0.096916704,57,Self-employed,Medium,790,Female,Divorced,Master,0,2019,2019,2019,2020,10,11,11,2,28,16,22,5
1278,3106,Personal Loan,83050,0.081291663,37,Part-time,Medium,797,Female,Single,Master,0,2020,2020,2020,2020,6,7,7,10,12,9,22,2
1131,3049,Home Loan,96402,0.068796151,21,Full-time,Low,734,Female,Married,High School,0,2021,2021,2021,2021,8,9,9,11,31,6,16,13
1925,1919,Education Loan,3983,0.094852494,28,Self-employed,High,783,Male,Divorced,Master,1,2021,2021,2021,2021,3,3,4,7,3,28,2,23
1516,705,Education Loan,98241,0.076743034,25,Full-time,High,746,Female,Divorced,Bachelor,0,2019,2019,2019,2019,7,7,7,11,9,12,18,27
2733,767,Home Loan,21662,0.08789805,13,Full-time,Medium,683,Male,Single,Bachelor,0,2021,2021,2021,2021,1,1,2,6,22,29,11,6
811,429,Home Loan,24510,0.072838839,59,Self-employed,Medium,809,Female,Divorced,High School,0,2021,2021,2021,2021,4,5,5,9,18,5,17,22
262,1717,Car Loan,79187,0.070252597,24,Part-time,High,469,Male,Married,High School,0,2018,2018,2018,2019,9,10,10,2,13,12,20,8
2356,1449,Home Loan,41998,0.081262523,38,Part-time,Medium,622,Male,Divorced,High School,0,2020,2020,2020,2021,8,8,8,1,15,24,26,14
2660,791,Home Loan,57846,0.08019243,20,Self-employed,Medium,773,Male,Single,PhD,0,2020,2020,2020,2020,1,2,2,3,24,12,19,22
696,2040,Home Loan,95071,0.087197406,18,Full-time,High,531,Female,Divorced,Master,1,2022,2022,2022,2023,10,11,11,1,26,5,5,29
1817,2971,Car Loan,7640,0.075970314,59,Part-time,Medium,658,Female,Divorced,High School,0,2020,2020,2020,2021,11,11,11,4,6,12,21,10
1076,2628,Home Loan,45547,0.052454603,21,Full-time,Low,574,Female,Married,High School,0,2022,2022,2022,2022,7,7,7,10,11,15,20,21
2780,2393,Personal Loan,55620,0.073508392,20,Self-employed,Medium,331,Male,Married,High School,0,2019,2019,2019,2019,7,8,8,10,12,6,14,3
2513,2559,Education Loan,16317,0.091907277,33,Part-time,High,476,Female,Married,Bachelor,0,2019,2019,2019,2020,11,11,11,1,12,22,22,14
693,1291,Personal Loan,8564,0.075539359,34,Part-time,Low,364,Male,Married,High School,0,2021,2021,2021,2021,3,3,3,9,10,27,31,24
820,776,Car Loan,28345,0.076304249,18,Part-time,Medium,326,Female,Divorced,Bachelor,0,2019,2019,2019,2019,1,2,2,5,25,9,16,8
1951,2526,Car Loan,95223,0.094795648,59,Self-employed,Low,778,Female,Married,Bachelor,0,2019,2020,2020,2020,12,1,1,3,27,14,28,10
650,1812,Car Loan,80273,0.069320402,20,Self-employed,High,567,Female,Divorced,PhD,0,2020,2020,2020,2020,1,1,2,6,7,26,4,6
2737,2225,Car Loan,75859,0.056857952,38,Self-employed,Low,365,Female,Married,High School,1,2020,2020,2020,2020,6,6,7,10,18,22,6,21
143,2038,Car Loan,81765,0.077590533,35,Full-time,Medium,432,Female,Married,PhD,0,2022,2022,2022,2023,9,9,9,2,10,16,26,4
2384,111,Education Loan,75038,0.072737391,40,Full-time,Medium,665,Male,Married,High School,0,2018,2018,2018,2018,2,2,2,4,17,19,24,24
715,1382,Home Loan,53393,0.065506305,28,Full-time,High,381,Female,Divorced,Master,0,2019,2019,2019,2019,9,9,10,11,3,27,2,15
2043,3111,Personal Loan,67081,0.077369323,31,Part-time,Low,627,Female,Married,High School,0,2020,2020,2020,2020,3,3,3,6,5,14,27,7
1203,2941,Personal Loan,30430,0.087372585,18,Part-time,Low,397,Female,Divorced,High School,0,2021,2021,2021,2021,7,7,7,10,9,27,29,6
1333,2691,Home Loan,76532,0.079860672,54,Part-time,High,626,Male,Married,High School,0,2019,2019,2019,2019,7,7,8,10,24,28,4,16
308,1600,Car Loan,28788,0.084604716,51,Self-employed,High,841,Female,Married,High School,0,2018,2018,2018,2019,9,10,10,2,10,8,21,8
275,1415,Home Loan,96505,0.107201115,18,Self-employed,High,424,Female,Single,High School,0,2022,2022,2022,2022,9,9,9,10,23,27,27,27
1164,585,Car Loan,49543,0.074856817,39,Part-time,High,509,Male,Married,High School,1,2019,2019,2019,2019,5,6,6,11,28,19,30,9
2570,601,Education Loan,14919,0.08417523,30,Self-employed,Medium,432,Female,Divorced,PhD,1,2020,2020,2020,2020,1,2,2,7,17,7,10,13
960,1565,Personal Loan,70346,0.0723618,31,Full-time,Medium,802,Male,Single,Master,0,2020,2020,2020,2020,3,3,3,7,6,16,23,12
920,681,Personal Loan,97122,0.067304604,55,Full-time,High,456,Male,Divorced,PhD,0,2020,2020,2020,2020,3,3,3,6,7,25,30,8
1161,2934,Education Loan,40974,0.071226385,50,Self-employed,High,681,Female,Divorced,Master,0,2020,2020,2020,2020,5,5,6,9,13,24,3,2
2516,2173,Education Loan,17371,0.072818621,51,Full-time,Low,321,Male,Single,PhD,0,2018,2018,2018,2018,6,6,6,12,5,21,29,13
1966,1686,Car Loan,46084,0.085392137,18,Full-time,Medium,718,Female,Married,PhD,1,2022,2022,2022,2022,6,7,7,11,15,6,6,20
1085,1892,Home Loan,30629,0.115236137,17,Full-time,Low,771,Male,Single,High School,0,2021,2021,2021,2021,5,6,6,10,18,13,27,7
1998,688,Car Loan,52184,0.069259348,36,Part-time,Low,533,Female,Divorced,PhD,0,2018,2018,2018,2019,11,12,12,4,20,11,25,11
307,3148,Car Loan,62916,0.07375062,52,Self-employed,Medium,753,Male,Married,Master,0,2022,2022,2022,2023,11,11,11,2,1,20,21,15
1993,1886,Personal Loan,74972,0.079053155,24,Self-employed,High,461,Male,Single,Bachelor,0,2022,2022,2022,2023,11,12,12,5,24,8,20,19
1840,183,Car Loan,63187,0.085936983,50,Part-time,Medium,600,Male,Divorced,Master,0,2022,2022,2022,2023,11,12,12,2,14,1,12,21
1802,2808,Home Loan,13984,0.083953262,51,Full-time,Low,605,Female,Married,PhD,0,2020,2020,2020,2021,11,12,12,4,30,8,21,14
2005,2390,Car Loan,34039,0.099261437,33,Part-time,Medium,301,Male,Divorced,Bachelor,1,2018,2019,2019,2019,12,1,1,4,28,18,18,23
1552,1787,Personal Loan,86431,0.043604119,28,Full-time,High,570,Female,Married,High School,0,2019,2019,2019,2019,1,2,2,5,7,4,14,24
2238,500,Home Loan,84691,0.044196052,59,Part-time,Medium,720,Female,Married,Bachelor,0,2020,2020,2020,2021,8,8,8,2,8,24,27,11
329,2805,Home Loan,59606,0.072561827,33,Full-time,High,442,Male,Single,High School,1,2021,2022,2022,2022,12,1,1,2,10,2,14,23
78,541,Personal Loan,11616,0.096459503,45,Part-time,High,834,Female,Married,Master,0,2019,2019,2019,2019,9,10,10,12,27,22,30,2
1107,1056,Personal Loan,51072,0.05651528,19,Part-time,Low,336,Female,Divorced,Bachelor,1,2019,2020,2020,2020,12,1,1,4,10,1,4,21
393,1701,Car Loan,25574,0.034885515,56,Full-time,Low,406,Male,Married,Bachelor,0,2022,2022,2022,2023,8,9,9,2,13,8,16,15
