loan_type,interest_rate,employment_type,income_level,credit_score,gender,marital_status,education_level,default_status,total_amount,monthly_payment,application_date_year,approval_date_year,disbursement_date_year,due_date_year,application_date_month_sin,application_date_month_cos,approval_date_month_sin,approval_date_month_cos,disbursement_date_month_sin,disbursement_date_month_cos,due_date_month_sin,due_date_month_cos,application_date_day_sin,application_date_day_cos,approval_date_day_sin,approval_date_day_cos,disbursement_date_day_sin,disbursement_date_day_cos,due_date_day_sin,due_date_day_cos
Education Loan,0.08542126,Self-employed,High,565,Female,Divorced,Master,0,100669.56560121999,4793.788838153333,2020,2020,2020,2020,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.20791169081775907,-0.9781476007338057,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-1.133107779529596e-15,1.0
Personal Loan,0.060602877,Full-time,Medium,535,Female,Married,PhD,1,67615.554614504,5201.196508808,2019,2019,2019,2020,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.40673664307580004,-0.913545457642601,-0.40673664307580015,0.913545457642601,-0.20791169081775898,0.9781476007338057,0.9945218953682733,0.10452846326765346
Home Loan,0.088585855,Part-time,Medium,517,Male,Single,Master,0,62673.153429915,1790.661526569,2022,2022,2022,2022,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,5.66553889764798e-16,-1.0,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723,0.8660254037844387,-0.4999999999999998
Education Loan,0.086759051,Part-time,Medium,826,Male,Married,Bachelor,0,65315.305724151,1332.9654229418572,2021,2021,2021,2022,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.40673664307580004,-0.913545457642601,0.9945218953682733,0.10452846326765346,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004
Car Loan,0.051952755,Self-employed,High,740,Male,Married,Master,1,29082.28586473,745.6996375571796,2022,2022,2022,2022,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.9945218953682734,-0.10452846326765333,-0.9510565162951535,-0.30901699437494756,0.9945218953682733,0.10452846326765346
Personal Loan,0.062573242,Self-employed,Medium,705,Male,Divorced,PhD,0,25553.823896858,655.2262537655897,2020,2020,2020,2021,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0.20791169081775931,-0.9781476007338057,-0.9510565162951535,-0.30901699437494756,-1.133107779529596e-15,1.0
Education Loan,0.075752917,Part-time,Low,768,Female,Married,Master,0,86711.063874785,1548.411854906875,2018,2018,2019,2019,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.20791169081775931,0.9781476007338057,-0.40673664307580015,0.913545457642601,0.5877852522924731,0.8090169943749475,-0.20791169081775907,-0.9781476007338057
Home Loan,0.075487104,Full-time,Medium,409,Male,Divorced,Bachelor,0,106597.979800064,2131.95959600128,2021,2021,2021,2022,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.9945218953682733,0.10452846326765346,0.20791169081775931,-0.9781476007338057,-0.9945218953682733,-0.10452846326765423,-1.133107779529596e-15,1.0
Car Loan,0.061857846,Part-time,High,652,Female,Single,Bachelor,0,104464.51303163401,8035.731771664155,2018,2018,2018,2019,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,0.9510565162951536,-0.30901699437494734,0.9510565162951536,-0.30901699437494734,0.40673664307580004,-0.913545457642601
Education Loan,0.085834681,Part-time,High,390,Female,Single,Bachelor,1,75340.639341185,1321.7656024769299,2020,2020,2020,2021,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,-0.5877852522924734,0.8090169943749473,-0.40673664307580015,0.913545457642601,-0.9510565162951536,0.30901699437494723
Personal Loan,0.083772104,Self-employed,Low,713,Female,Married,Bachelor,0,44605.892256431995,2787.8682660269997,2021,2021,2021,2022,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,0.9510565162951536,-0.30901699437494734,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723,0.8660254037844386,0.5000000000000001
Personal Loan,0.077085963,Full-time,Low,372,Female,Single,High School,0,71536.81840457101,3251.673563844137,2022,2022,2022,2022,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,-0.743144825477394,0.6691306063588585,0.7431448254773941,0.6691306063588582,0.40673664307580004,-0.913545457642601,0.40673664307580015,0.9135454576426009
Home Loan,0.068663127,Self-employed,High,846,Female,Divorced,Bachelor,1,25956.758691703,1236.0361281763332,2019,2019,2019,2019,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,-1.133107779529596e-15,1.0,0.9510565162951535,0.30901699437494745,0.9510565162951536,-0.30901699437494734,-0.20791169081775898,0.9781476007338057
Personal Loan,0.095730607,Self-employed,High,597,Female,Divorced,Master,0,11859.092359560998,219.61282147335183,2019,2019,2019,2019,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,-0.9510565162951535,-0.30901699437494756,0.20791169081775931,0.9781476007338057,0.9945218953682733,0.10452846326765346,-0.4067366430758002,-0.9135454576426009
Car Loan,0.104831107,Self-employed,Low,582,Male,Single,Master,1,67571.47050412,5197.8054233938465,2020,2020,2021,2021,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.9945218953682734,-0.10452846326765333,-0.5877852522924734,0.8090169943749473,0.9945218953682734,-0.10452846326765333,0.9510565162951536,-0.30901699437494734
Home Loan,0.072746578,Self-employed,Low,804,Male,Divorced,Master,0,46101.28418955,1773.1263149826923,2019,2019,2019,2019,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.9945218953682734,-0.10452846326765333,-0.743144825477394,-0.6691306063588585,0.5877852522924731,0.8090169943749475,0.5877852522924731,0.8090169943749475
Home Loan,0.070817496,Full-time,Low,497,Male,Divorced,Master,0,11286.41640784,225.72832815680002,2021,2021,2021,2022,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,-0.20791169081775898,0.9781476007338057,0.9510565162951535,0.30901699437494745,-0.587785252292473,-0.8090169943749475,0.9510565162951535,0.30901699437494745
Education Loan,0.087368115,Self-employed,Low,331,Male,Married,High School,0,18881.059948860002,363.0973067088462,2018,2019,2019,2019,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.9510565162951535,-0.30901699437494756,-0.20791169081775907,-0.9781476007338057,-0.20791169081775907,-0.9781476007338057,0.40673664307580004,-0.913545457642601
Home Loan,0.074629559,Self-employed,High,640,Female,Married,High School,0,6029.746455549,125.61971782393749,2018,2018,2018,2019,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.9510565162951536,-0.30901699437494734,-0.5877852522924734,0.8090169943749473,0.2079116908177585,0.9781476007338058,-0.743144825477394,0.6691306063588585
Education Loan,0.077909042,Full-time,Medium,633,Male,Divorced,High School,0,30896.106870845997,1716.4503817136665,2018,2018,2018,2018,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.30901699437494723,-0.8660254037844385,-0.5000000000000004,-0.9510565162951535,-0.30901699437494756,-0.20791169081775907,-0.9781476007338057
Home Loan,0.091094797,Part-time,High,442,Female,Single,Master,1,57818.204387827,1865.103367349258,2021,2021,2021,2022,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.40673664307580015,0.913545457642601,-0.9945218953682733,-0.10452846326765423,0.8660254037844386,0.5000000000000001,-0.743144825477394,0.6691306063588585
Education Loan,0.051359659,Self-employed,Low,709,Male,Divorced,PhD,0,61692.733430461005,1370.9496317880223,2020,2020,2020,2020,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,-0.9510565162951535,-0.30901699437494756,0.5877852522924732,-0.8090169943749473,-0.743144825477394,0.6691306063588585,-0.8660254037844386,0.5000000000000001
Education Loan,0.099774535,Part-time,High,343,Male,Married,PhD,1,35167.490305695,764.5106588194565,2018,2018,2018,2019,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,-0.4067366430758002,-0.9135454576426009,0.20791169081775931,0.9781476007338057,0.40673664307580015,0.9135454576426009,-0.9510565162951535,-0.30901699437494756
Education Loan,0.081090208,Self-employed,Low,331,Female,Single,Master,1,103464.657266432,2299.214605920711,2020,2020,2020,2020,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.743144825477394,0.6691306063588585,0.9945218953682734,-0.10452846326765333,0.9510565162951536,-0.30901699437494734,-0.4067366430758002,-0.9135454576426009
Car Loan,0.073827603,Self-employed,High,327,Female,Divorced,Bachelor,0,53814.870324345,1630.7536461922728,2020,2020,2020,2020,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.9510565162951536,-0.30901699437494734,0.40673664307580004,-0.913545457642601,-0.5877852522924734,0.8090169943749473,0.8660254037844386,0.5000000000000001
Education Loan,0.078661488,Full-time,Low,722,Male,Single,Bachelor,0,99244.407526416,2362.9620839622858,2022,2022,2022,2022,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,-0.9510565162951536,0.30901699437494723,-0.9510565162951535,-0.30901699437494756,-0.20791169081775898,0.9781476007338057,0.7431448254773945,-0.6691306063588579
Car Loan,0.07943644,Full-time,Low,790,Male,Single,Master,0,96310.55748612,2832.6634554741177,2020,2020,2020,2021,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723,0.7431448254773945,-0.6691306063588579,-0.9510565162951535,-0.30901699437494756,0.5877852522924732,-0.8090169943749473
Education Loan,0.05403198,Part-time,High,459,Female,Single,Bachelor,1,65234.0392422,2174.46797474,2020,2020,2020,2021,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.5877852522924731,0.8090169943749475,0.2079116908177585,0.9781476007338058,0.9510565162951536,-0.30901699437494734,0.9945218953682734,-0.10452846326765333
Education Loan,0.102424073,Self-employed,Low,506,Female,Divorced,Bachelor,0,74289.051007251,4952.603400483399,2021,2021,2021,2021,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,-0.20791169081775907,-0.9781476007338057,-0.5877852522924734,0.8090169943749473,0.2079116908177585,0.9781476007338058,-0.587785252292473,-0.8090169943749475
Car Loan,0.080619884,Full-time,Medium,317,Female,Married,PhD,0,20608.501807764,588.8143373646858,2020,2020,2020,2020,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.9945218953682733,-0.10452846326765423,-0.587785252292473,-0.8090169943749475,0.20791169081775931,0.9781476007338057,-0.20791169081775898,0.9781476007338057
Car Loan,0.086645032,Self-employed,Low,402,Female,Single,Master,1,65497.5293038,2112.8235259290323,2021,2021,2021,2021,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.4067366430758002,-0.9135454576426009,-0.9945218953682733,-0.10452846326765423
Car Loan,0.094273247,Self-employed,Low,531,Female,Single,High School,0,80285.733859143,1605.71467718286,2021,2021,2021,2022,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.20791169081775931,-0.9781476007338057,0.5877852522924731,0.8090169943749475,5.66553889764798e-16,-1.0,0.2079116908177585,0.9781476007338058
Car Loan,0.064682563,Part-time,Low,723,Female,Divorced,PhD,0,13774.863000094001,353.2016153870257,2018,2018,2018,2018,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.5877852522924734,0.8090169943749473,-0.4067366430758002,-0.9135454576426009,-0.743144825477394,0.6691306063588585,0.8660254037844386,0.5000000000000001
Education Loan,0.087102078,Self-employed,Medium,846,Female,Married,Master,0,39347.65971321,786.9531942642,2020,2020,2020,2020,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.9945218953682734,0.10452846326765299,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,-0.9945218953682734,0.10452846326765299
Education Loan,0.075985384,Full-time,High,538,Female,Married,Master,0,99722.32538912,3561.51162104,2022,2022,2022,2022,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.9945218953682734,0.10452846326765299,0.40673664307580015,0.9135454576426009,0.5877852522924732,-0.8090169943749473,0.20791169081775931,0.9781476007338057
Home Loan,0.092701562,Part-time,Medium,633,Female,Divorced,PhD,0,5463.50781,182.116927,2021,2021,2021,2022,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.20791169081775907,-0.9781476007338057,-1.133107779529596e-15,1.0,-1.133107779529596e-15,1.0,0.8660254037844386,0.5000000000000001
Home Loan,0.048091589,Full-time,Medium,448,Female,Single,Bachelor,0,75030.780673332,1271.708147005627,2021,2021,2021,2021,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,-0.9945218953682734,0.10452846326765299,-0.20791169081775907,-0.9781476007338057,-0.8660254037844386,0.5000000000000001,0.9945218953682733,0.10452846326765346
Education Loan,0.078513585,Part-time,Medium,707,Male,Divorced,Bachelor,1,102038.17027685001,2218.2210929750004,2020,2020,2020,2020,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,-0.587785252292473,-0.8090169943749475,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475,0.20791169081775931,0.9781476007338057
Home Loan,0.07095769,Part-time,High,316,Female,Married,PhD,1,105870.59340263999,2462.106823317209,2018,2018,2018,2018,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0.7431448254773941,0.6691306063588582,0.9945218953682733,0.10452846326765346,-0.9510565162951535,-0.30901699437494756,-1.133107779529596e-15,1.0
Car Loan,0.086483944,Self-employed,Low,525,Female,Single,Master,0,42703.164934976005,736.261464396138,2018,2019,2019,2019,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.2079116908177585,0.9781476007338058,-0.743144825477394,0.6691306063588585,0.20791169081775931,0.9781476007338057,-0.8660254037844386,0.5000000000000001
Home Loan,0.087050663,Part-time,Medium,559,Male,Single,High School,1,76581.63215768701,1343.5374062752107,2022,2022,2022,2022,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,5.66553889764798e-16,-1.0,0.9945218953682734,-0.10452846326765333,-0.587785252292473,-0.8090169943749475,-1.133107779529596e-15,1.0
Car Loan,0.069385612,Part-time,Low,473,Female,Married,Master,0,89813.420009432,1548.507241541931,2019,2020,2020,2020,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,-0.9510565162951535,-0.30901699437494756,0.5877852522924731,0.8090169943749475,0.7431448254773941,0.6691306063588582,0.9945218953682733,0.10452846326765346
Education Loan,0.069317392,Self-employed,Medium,504,Male,Single,High School,1,96926.13636305601,1700.4585326851932,2020,2020,2020,2021,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,-0.40673664307580015,0.913545457642601,0.20791169081775931,0.9781476007338057,0.20791169081775931,-0.9781476007338057,0.5877852522924732,-0.8090169943749473
Home Loan,0.078340019,Part-time,Medium,714,Female,Divorced,High School,0,23468.992173516002,469.37984347032005,2019,2019,2019,2020,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,-0.20791169081775907,-0.9781476007338057,0.9945218953682733,0.10452846326765346,0.20791169081775931,-0.9781476007338057,0.9510565162951535,0.30901699437494745
Car Loan,0.066550367,Part-time,Medium,807,Male,Married,Master,0,92818.678788909,2017.7973649762828,2022,2022,2022,2022,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,0.20791169081775931,-0.9781476007338057,0.7431448254773941,0.6691306063588582,0.8660254037844386,0.5000000000000001,-0.743144825477394,-0.6691306063588585
Education Loan,0.092629755,Full-time,Medium,452,Female,Married,Master,1,43152.31954397,1052.4955986334146,2022,2023,2023,2023,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,-0.9510565162951535,-0.30901699437494756,0.9510565162951536,-0.30901699437494734
Education Loan,0.074461892,Full-time,Medium,402,Male,Single,Master,0,4698.621853716,167.807923347,2020,2020,2020,2020,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-0.20791169081775907,-0.9781476007338057,-0.743144825477394,-0.6691306063588585,-0.40673664307580015,0.913545457642601
Car Loan,0.036395177,Self-employed,Medium,364,Male,Married,High School,0,13639.996924497,257.3584325376792,2021,2021,2022,2022,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.9945218953682734,-0.10452846326765333,-0.40673664307580015,0.913545457642601,0.7431448254773941,0.6691306063588582,0.20791169081775931,0.9781476007338057
Car Loan,0.074377669,Part-time,High,416,Female,Divorced,Bachelor,0,105860.580481908,1825.182422101862,2021,2021,2021,2021,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.20791169081775931,0.9781476007338057,-0.9945218953682734,0.10452846326765299,-0.20791169081775898,0.9781476007338057,0.9945218953682734,-0.10452846326765333
Education Loan,0.064421843,Self-employed,Low,455,Female,Married,High School,0,99691.620971694,2492.2905242923503,2021,2021,2021,2022,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.7431448254773945,-0.6691306063588579,-0.9510565162951535,-0.30901699437494756,-0.9945218953682733,-0.10452846326765423,0.9510565162951536,-0.30901699437494734
Personal Loan,0.055530863,Self-employed,Low,381,Male,Single,High School,1,29924.29996605,1760.2529391794117,2020,2020,2020,2021,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.20791169081775931,-0.9781476007338057,0.40673664307580015,0.9135454576426009,0.7431448254773945,-0.6691306063588579,0.9510565162951536,-0.30901699437494734
Personal Loan,0.0614386,Self-employed,High,817,Male,Married,High School,0,99783.7199088,3563.704282457143,2018,2018,2018,2019,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,-0.743144825477394,-0.6691306063588585,-0.8660254037844386,0.5000000000000001,-1.133107779529596e-15,1.0,0.40673664307580004,-0.913545457642601
Car Loan,0.081641127,Full-time,Medium,366,Male,Single,PhD,0,103077.154479719,3681.32694570425,2020,2020,2020,2020,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.9510565162951536,0.30901699437494723,0.9510565162951535,0.30901699437494745,-0.20791169081775907,-0.9781476007338057,0.9510565162951536,-0.30901699437494734
Home Loan,0.099929612,Self-employed,High,537,Female,Single,Bachelor,0,28984.245205812,1159.36980823248,2018,2018,2018,2018,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,0.5877852522924732,-0.8090169943749473,-1.133107779529596e-15,1.0,0.8660254037844387,-0.4999999999999998,-1.133107779529596e-15,1.0
Car Loan,0.084697767,Part-time,High,625,Male,Divorced,High School,0,97262.679371356,2778.9336963244573,2020,2020,2020,2020,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,-0.40673664307580015,0.913545457642601,0.2079116908177585,0.9781476007338058,0.5877852522924732,-0.8090169943749473
Education Loan,0.070902449,Full-time,High,366,Male,Married,High School,1,17461.064430945,363.7721756446875,2022,2022,2022,2022,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,-0.20791169081775898,0.9781476007338057,-0.9945218953682734,0.10452846326765299,0.7431448254773941,0.6691306063588582,0.7431448254773941,0.6691306063588582
Car Loan,0.086838563,Full-time,Low,475,Male,Divorced,PhD,0,82983.38480073899,1627.1251921713526,2021,2021,2022,2022,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,-0.9945218953682734,0.10452846326765299,-0.743144825477394,0.6691306063588585,0.9945218953682733,0.10452846326765346,-0.20791169081775907,-0.9781476007338057
Personal Loan,0.073113645,Full-time,High,777,Male,Divorced,High School,0,83485.02224006501,1669.7004448013001,2018,2018,2018,2018,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,-0.20791169081775907,-0.9781476007338057,0.7431448254773941,0.6691306063588582,0.7431448254773941,0.6691306063588582,-0.8660254037844385,-0.5000000000000004
Car Loan,0.069580994,Part-time,Medium,554,Female,Married,Bachelor,1,71611.65629128201,1665.3873556112094,2021,2021,2021,2021,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.40673664307580015,0.913545457642601,0.9945218953682734,-0.10452846326765333,5.66553889764798e-16,-1.0,-0.587785252292473,-0.8090169943749475
Personal Loan,0.06268456,Self-employed,High,362,Female,Divorced,High School,1,62122.41400848001,1321.753489542128,2020,2020,2020,2020,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.20791169081775931,-0.9781476007338057,-0.5877852522924734,0.8090169943749473,0.5877852522924731,0.8090169943749475,-0.9945218953682734,0.10452846326765299
Home Loan,0.053722568,Self-employed,Low,702,Male,Divorced,Bachelor,0,22505.406607344,468.86263765300004,2023,2023,2023,2023,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.20791169081775931,0.9781476007338057,0.20791169081775931,0.9781476007338057,0.9510565162951535,0.30901699437494745,-0.8660254037844385,-0.5000000000000004
Home Loan,0.074151144,Full-time,Low,491,Female,Single,Bachelor,0,4583.402931448,77.68479544827119,2018,2018,2018,2019,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.9510565162951536,0.30901699437494723,0.2079116908177585,0.9781476007338058,0.9510565162951536,-0.30901699437494734,-0.9510565162951535,-0.30901699437494756
Home Loan,0.082370802,Full-time,Medium,628,Female,Divorced,Master,0,90643.14281349,3625.7257125396004,2021,2021,2021,2022,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,-0.20791169081775907,-0.9781476007338057,0.2079116908177585,0.9781476007338058,0.40673664307580004,-0.913545457642601,0.8660254037844386,0.5000000000000001
Car Loan,0.078550645,Self-employed,High,370,Male,Married,PhD,0,97703.74582925999,2571.1512060331575,2020,2020,2020,2020,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,0.9510565162951535,0.30901699437494745,-0.743144825477394,0.6691306063588585,0.40673664307580015,0.9135454576426009,0.9510565162951536,-0.30901699437494734
Personal Loan,0.073760496,Part-time,Medium,362,Male,Single,PhD,1,42427.498478448004,1414.2499492816,2022,2022,2022,2022,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,0.5877852522924731,0.8090169943749475,0.20791169081775931,-0.9781476007338057,-0.8660254037844386,0.5000000000000001
